City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
pionerskiy,54.9508,20.2275,3.97,92,84,3.53,RU,Wed Feb 21 22:15:21 2024
calama,-22.4667,-68.9333,12.27,76,0,4.12,CL,Wed Feb 21 22:15:21 2024
talghar,43.3044,77.2328,-11.97,79,75,1.0,KZ,Wed Feb 21 22:15:21 2024
usogorsk,63.4106,48.6872,-6.85,94,100,3.73,RU,Wed Feb 21 22:15:21 2024
kindu,-2.95,25.95,21.21,98,100,0.86,CD,Wed Feb 21 22:15:22 2024
maues,-3.3836,-57.7186,23.21,74,74,1.5,BR,Wed Feb 21 22:15:23 2024
codrington,-38.2667,141.9667,28.67,39,0,10.71,AU,Wed Feb 21 22:15:23 2024
kizhinga,51.8462,109.9097,-18.02,72,15,0.61,RU,Wed Feb 21 22:15:23 2024
komatipoort,-25.4332,31.9548,20.74,95,4,0.37,ZA,Wed Feb 21 22:15:23 2024
gore,-46.1028,168.9436,22.41,40,29,0.93,NZ,Wed Feb 21 22:15:24 2024
revda,56.801,59.9303,-21.5,100,91,1.8,RU,Wed Feb 21 22:15:24 2024
dikwa,12.024,13.9165,23.93,40,82,3.19,NG,Wed Feb 21 22:15:24 2024
amga,60.8953,131.9608,-24.77,89,100,2.99,RU,Wed Feb 21 22:15:24 2024
santiago de cuba,20.0247,-75.8219,19.06,68,20,4.12,CU,Wed Feb 21 22:15:25 2024
ta`u,-14.2336,-169.5144,28.75,75,11,3.83,AS,Wed Feb 21 22:15:25 2024
sirte,31.2089,16.5887,13.0,80,100,4.44,LY,Wed Feb 21 22:15:25 2024
